YEAR ;SEMESTRE;DEP_NAC;COD_DEP_NAC;CIU_NAC;COD_CIU_NAC;LON_CIU_NAC;LAT_CIU_NAC;EDAD;SEXO;ESTRATO;DISCAPACIDAD;TIPO_DISC;MOD_INS;PTOTAL;ADMITIDO;ADM_SEDE_NOMBRE;AREAC_SNIES;NIVEL
2013;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;27,12;Hombres;2;No;;Regular;542,4731;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18;Mujeres;2;No;;Regular;404,6111;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,4;Hombres;3;No;;Regular;464,35;No;;;Pregrado
2019;1;QUINDÍO;63;CALARCÁ;63130;-75,64909422;4,516199286;19;Hombres;1;No;;Regular;506,1187;No;;;Pregrado
2019;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;91263;-74,11391872;4,62457505;17;Hombres;2;No;;Regular;578,1841;No;;;Pregrado
2010;2;CAUCA;19;CORINTO;19212;-76,26162728;3,17565161;17,92;Mujeres;1;No;;Regular;301,2488;No;;;Pregrado
2018;2;CUNDINAMARCA;25;SASAIMA;25718;-74,43294791;4,962113975;17;Mujeres;3;No;;Regular;448,6214;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;27,44;Mujeres;2;No;;Regular;376,3663;No;;;Pregrado
2019;2;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;88;SAN ANDRÉS;88001;-81,69604148;12,58298842;16;Mujeres;1;No;;Especial;302,6756;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;20,28;Mujeres;2;No;;Regular;522,9827;No;;;Pregrado
2014;1;BOYACÁ;15;CHITA;15183;-72,47355805;6,187424081;17,18;Hombres;1;No;;Regular;441,3956;No;;;Pregrado
2012;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,86;Hombres;4;No;;Regular;494,716;No;;;Pregrado
2012;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;17,29;Hombres;4;No;;Regular;460,6568;No;;;Pregrado
2017;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,2;Hombres;2;No;;Regular;442,6205;No;;;Pregrado
2017;2;NARIÑO;52;SAN ANDRÉS DE TUMACO;52835;-78,78940097;1,750299723;22,47;Mujeres;1;No;;Especial;;No;;;Pregrado
2016;1;TOLIMA;73;IBAGUÉ;73001;-75,19635015;4,439630726;16,19;Mujeres;3;No;;Regular;585,6634;Sí;Manizales;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;20,8;Hombres;2;No;;Regular;676,0178;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2010;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,82;Hombres;3;No;;Regular;489,0177;No;;;Pregrado
2018;2;CUNDINAMARCA;25;CAJICÁ;25126;-74,04042523;4,924659083;17;Mujeres;1;No;;Especial;367,9543;No;;;Pregrado
2016;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,5;Mujeres;3;No;;Regular;465,8853;No;;;Pregrado
2015;1;CUNDINAMARCA;25;GIRARDOT;25307;-74,81046294;4,303705489;27;Mujeres;3;No;;Regular;1;No;;Ciencias de la salud;Especialidades médicas
2013;1;ANTIOQUIA;5;RIONEGRO;5615;-75,37625576;6,14622006;16,95;Hombres;4;No;;Regular;1001,65;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,79;Hombres;3;No;;Regular;463,8513;No;;;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20;Hombres;2;No;;Regular;600,1638;No;;;Pregrado
2018;2;CÓRDOBA;23;LORICA;23417;-75,80664541;9,105010295;18;Hombres;2;No;;Especial;423,1205;No;;;Pregrado
2012;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;21,12;Hombres;3;No;;Regular;574,9603;No;;;Pregrado
2012;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16,72;Hombres;3;No;;Regular;702,5266;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2013;2;CAQUETÁ;18;FLORENCIA;18001;-75,60799327;1,615829079;18,16;Hombres;1;No;;Regular;485,1438;No;;;Pregrado
2015;1;TOLIMA;73;LÍBANO;73411;-75,05322017;4,916113603;17,45;Hombres;1;No;;Regular;445,887;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,43;Hombres;2;No;;Regular;603,2053;No;;;Pregrado
2020;2;CESAR;20;VALLEDUPAR;20001;-73,25864834;10,46151843;21;Hombres;1;No;;Especial;486,923;Sí;De La Paz;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2020;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18;Hombres;2;No;;Regular;636,1538;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,69;Mujeres;4;No;;Regular;543,19;No;;;Pregrado
2017;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,96;Mujeres;2;No;;Regular;381,34;No;;;Pregrado
2015;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;21,71;Hombres;1;No;;Regular;386,2557;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,79;Mujeres;3;No;;Regular;476,3756;No;;;Pregrado
2019;1;ANTIOQUIA;5;RIONEGRO;5615;-75,37625576;6,14622006;19;Mujeres;1;No;;Regular;540,3841;No;;;Pregrado
2010;1;CUNDINAMARCA;25;TIBIRITA;25807;-73,5046538;5,052445922;17,43;Mujeres;2;No;;Regular;368,7;No;;;Pregrado
2013;2;VALLE DEL CAUCA;76;CARTAGO;76147;-75,91151329;4,738521916;20,31;Mujeres;2;No;;Regular;486,0195;No;;;Pregrado
2010;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,48;Hombres;3;No;;Regular;577,6173;No;;;Pregrado
2017;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,15;Mujeres;3;No;;Regular;550,4561;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,27;Mujeres;3;No;;Regular;350,94;No;;;Pregrado
2013;1;ARAUCA;81;SARAVENA;81736;-71,87394948;6,953877941;17,25;Hombres;1;No;;Especial;582,3;Sí;Orinoquía;Matemáticas y ciencias naturales;Pregrado
2013;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,88;Hombres;3;No;;Regular;612,4414;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Hombres;1;No;;Regular;428,6025;No;;;Pregrado
2009;1;BOLÍVAR;13;SAN JACINTO;13654;-75,1217448;9,830657753;17,64;Hombres;1;No;;Especial;430,42;No;;;Pregrado
2016;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;34;Hombres;3;No;;Regular;3,04;No;;Ingeniería, arquitectura, urbanismo y afines;Maestría
2018;1;NARIÑO;52;SAN ANDRÉS DE TUMACO;52835;-78,78940097;1,750299723;19,11;Mujeres;1;No;;Especial;385,7239;No;;;Pregrado
2018;1;AMAZONAS;91;LETICIA;91001;-69,94067983;-4,21202317;16,49;Hombres;1;No;;Especial;505,4963;Sí;Amazonía;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Mujeres;2;No;;Regular;504,701;No;;;Pregrado
2014;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,86;Hombres;2;No;;Regular;525,195;No;;;Pregrado
2011;1;NARIÑO;52;SAN ANDRÉS DE TUMACO;52835;-78,78940097;1,750299723;22,21;Mujeres;1;No;;Especial;372,9745;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,68;Mujeres;2;No;;Regular;513,0629;No;;;Pregrado
2021;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;19;Hombres;1;No;;Especial;412,7129;No;;;Pregrado
2010;2;BOYACÁ;15;BELÉN;15087;-72,91125457;5,988336865;19,49;Mujeres;2;No;;Regular;418,4279;No;;;Pregrado
2010;2;NARIÑO;52;GUACHUCAL;52317;-77,73165563;0,960368496;21,07;Hombres;;No;;Especial;512,4331;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,69;Hombres;3;No;;Regular;;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,33;Hombres;1;No;;Regular;693,6815;Sí;Bogotá;Ciencias sociales y humanas;Pregrado
2019;1;CÓRDOBA;23;SAN ANTERO;23672;-75,76220197;9,370932545;16;Mujeres;1;No;;Especial;379,5933;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,21;Mujeres;3;No;;Regular;494,65;No;;;Pregrado
2015;1;ANTIOQUIA;5;MUTATÁ;5480;-76,4367047;7,243963173;26,34;Hombres;2;No;;Regular;455,5778;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,46;Hombres;2;No;;Regular;414,6371;No;;;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,55;Mujeres;2;No;;Regular;522,4194;No;;;Pregrado
2020;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Hombres;3;No;;Regular;652,7659;Sí;Bogotá;Ciencias sociales y humanas;Pregrado
2017;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;26,03;Mujeres;2;No;;Regular;504,5521;No;;;Pregrado
2016;1;BOYACÁ;15;TUNJA;15001;-73,35436382;5,539370636;24;Mujeres;4;No;;Regular;1,52;No;;Ciencias de la salud;Especialidades médicas
2021;1;NARIÑO;52;ALDANA;52022;-77,70037482;0,882243596;17;Mujeres;;No;;Especial;595,7796;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,64;Mujeres;3;No;;Regular;503,8739;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,16;Hombres;3;No;;Regular;616,7315;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,9;Hombres;2;No;;Especial;455,7308;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;18,48;Mujeres;1;No;;Regular;;No;;;Pregrado
2014;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,57;Mujeres;2;No;;Regular;532,3772;No;;;Pregrado
2018;2;CASANARE;85;PORE;85263;-71,99239281;5,726766202;18;Mujeres;1;No;;Especial;412,131;No;;;Pregrado
2019;1;BOYACÁ;15;TUNJA;15001;-73,35436382;5,539370636;15;Hombres;3;No;;Regular;645,8789;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,37;Mujeres;2;No;;Regular;458,0529;No;;;Pregrado
2010;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18,53;Hombres;4;No;;Regular;396,92;No;;;Pregrado
2018;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Mujeres;4;No;;Regular;755,1935;Sí;Bogotá;Ciencias de la salud;Pregrado
2010;1;BOYACÁ;15;TUNJA;15001;-73,35436382;5,539370636;17,33;Hombres;1;No;;Regular;388;No;;;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21,18;Mujeres;2;No;;Regular;495,6513;No;;;Pregrado
2009;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;25,33;Hombres;2;No;;Regular;477,71;No;;;Pregrado
2015;2;META;50;VILLAVICENCIO;50001;-73,6268779;4,12295758;17,54;Mujeres;2;No;;Regular;559,5169;No;;;Pregrado
2016;1;ANTIOQUIA;5;CAREPA;5147;-76,65311896;7,754204195;19,48;Mujeres;1;No;;Regular;461,3938;No;;;Pregrado
2010;2;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;18,88;Hombres;3;No;;Regular;461,1254;No;;;Pregrado
2012;2;PUTUMAYO;86;PUERTO ASÍS;86568;-76,49783667;0,504218751;19,41;Hombres;;No;;Regular;313,3221;No;;;Pregrado
2014;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17,63;Hombres;2;No;;Regular;485,767;No;;;Pregrado
2018;1;PUTUMAYO;86;PUERTO ASÍS;86568;-76,49783667;0,504218751;19,65;Hombres;1;No;;Especial;469,6762;No;;;Pregrado
2017;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,41;Mujeres;2;No;;Especial;398,97;No;;;Pregrado
2009;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,11;Hombres;3;No;;Regular;573,36;No;;;Pregrado
2010;1;NARIÑO;52;PASTO;52001;-77,27826745;1,212808597;26;Mujeres;5;No;;Regular;3,4;No;;Ciencias de la salud;Especialidades médicas
2017;1;CUNDINAMARCA;25;VERGARA;25862;-74,34546781;5,118120631;20,2;Hombres;1;No;;Regular;349,6821;No;;;Pregrado
2014;1;ARAUCA;81;ARAUCA;81001;-70,76277305;7,077736502;16,6;Mujeres;2;No;;Especial;457,0133;No;;;Pregrado
2013;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,47;Mujeres;2;No;;Regular;484,5078;No;;;Pregrado
2020;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Hombres;3;No;;Regular;598,7944;No;;;Pregrado
2018;1;BOYACÁ;15;TUNJA;15001;-73,35436382;5,539370636;17,32;Mujeres;3;No;;Regular;635,3845;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2013;1;VAUPÉS;97;MITÚ;97001;-70,23496026;1,251170789;16,97;Hombres;1;No;;Regular;605,75;Sí;Manizales;Economía, administración, contaduría y afines;Pregrado
2008;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,88;Hombres;3;No;;Regular;405,07;No;;;Pregrado
2014;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,26;Mujeres;3;No;;Regular;532,0551;No;;;Pregrado
2013;1;SANTANDER;68;EL CARMEN DE CHUCURÍ;68235;-73,51312371;6,697911605;20,14;Hombres;3;No;;Regular;524,29;No;;;Pregrado
2010;1;GUAINÍA;94;INÍRIDA;94001;-67,91828368;3,870325548;17,71;Mujeres;2;No;;Especial;353,12;No;;;Pregrado
2010;1;BOYACÁ;15;DUITAMA;15238;-73,03026863;5,819369141;16,66;Mujeres;3;No;;Regular;560,76;No;;;Pregrado
2014;1;HUILA;41;SANTA MARÍA;41676;-75,58679897;2,938712204;17,23;Mujeres;;No;;Especial;490,1096;No;;;Pregrado
2010;1;TOLIMA;73;ROVIRA;73624;-75,24068313;4,239483306;16,76;Mujeres;1;No;;Regular;451,3;No;;;Pregrado
2012;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;34,41;Hombres;4;No;;Regular;455,9944;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,83;Hombres;2;No;;Regular;443,8637;No;;;Pregrado
2012;2;SUCRE;70;SINCELEJO;70001;-75,38521942;9,300157626;16,91;Hombres;3;No;;Regular;697,9456;Sí;Bogotá;Matemáticas y ciencias naturales;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,78;Hombres;2;No;;Regular;487,78;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,13;Hombres;3;No;;Regular;574,6415;No;;;Pregrado
2017;2;BOYACÁ;15;CHIQUINQUIRÁ;15176;-73,81871071;5,614851057;19,26;Hombres;3;No;;Regular;385,79;No;;;Pregrado
2011;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;24,98;Hombres;1;No;;Regular;485,2148;No;;;Pregrado
2012;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;16,38;Hombres;3;No;;Regular;569,5944;Sí;Manizales;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2010;2;HUILA;41;PITALITO;41551;-76,04040041;1,854145051;18,44;Hombres;1;No;;Regular;499,6589;No;;;Pregrado
2021;1;CAUCA;19;MERCADERES;19450;-77,16872936;1,803075054;17;Mujeres;1;No;;Especial;355,0133;Sí;Bogotá;Matemáticas y ciencias naturales;Pregrado
2019;1;NARIÑO;52;IPIALES;52356;-77,64609566;0,829031719;29;Mujeres;2;No;;Regular;594,2813;No;;;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;22;Mujeres;3;No;;Regular;538,1194;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;19,97;Hombres;3;No;;Regular;473,2305;No;;;Pregrado
2015;1;CESAR;20;VALLEDUPAR;20001;-73,25864834;10,46151843;17,01;Hombres;3;No;;Regular;612,75;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Mujeres;3;No;;Regular;505,2445;No;;;Pregrado
2009;1;MAGDALENA;47;PEDRAZA;47541;10,18696559;10,18696559;29;Hombres;4;No;;Regular;;No;;Ciencias de la salud;Especialidades médicas
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,29;Mujeres;2;No;;Regular;527,0082;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,26;Hombres;3;No;;Regular;644,3775;No;;;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,68;Hombres;2;No;;Regular;321,1218;No;;;Pregrado
2020;1;VALLE DEL CAUCA;76;TULUÁ;76834;-76,1971756;4,085358465;28;Mujeres;4;No;;Regular;1,13;No;;Ciencias sociales y humanas;Maestría
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18;Mujeres;2;No;;Regular;603,687;No;;;Pregrado
2012;2;BOYACÁ;15;LABRANZAGRANDE;15377;-72,57759412;5,562358342;25,12;Mujeres;3;No;;Regular;417,913;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;15,93;Mujeres;3;No;;Regular;608,93;No;;;Pregrado
2019;1;NARIÑO;52;CUASPÚD;52224;-77,72622517;0,863204502;16;Mujeres;1;No;;Especial;344,0774;No;;;Pregrado
2012;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17,19;Mujeres;2;No;;Regular;525,5837;Sí;Manizales;Economía, administración, contaduría y afines;Pregrado
2018;1;CASANARE;85;AGUAZUL;85010;-72,55258534;5,169985431;16,58;Hombres;2;No;;Especial;506,0313;Sí;Orinoquía;Ciencias de la salud;Pregrado
2011;2;ANTIOQUIA;5;YARUMAL;5887;-75,41959841;6,9655797;17,08;Hombres;4;No;;Regular;563,8999;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2011;1;CALDAS;17;Manzanares;17433;-75,15350199;5,254101606;17,3;Mujeres;2;No;;Regular;455,4554;No;;;Pregrado
2011;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;48;Hombres;5;No;;Regular;3,58;Sí;Medellín;Ciencias sociales y humanas;Doctorado
2020;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;27;Mujeres;3;No;;Regular;;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;31,12;Mujeres;2;No;;Regular;596,7225;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;25;Mujeres;2;No;;Regular;;Sí;Bogotá;Ciencias de la salud;Maestría
2013;1;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;24,5;Mujeres;2;No;;Regular;593,65;No;;;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,62;Mujeres;3;No;;Regular;345,2865;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;23,66;Hombres;2;No;;Regular;442,22;No;;;Pregrado
2016;1;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;29,22;Mujeres;2;No;;Regular;502,9346;Sí;Palmira;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2012;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16,83;Hombres;4;No;;Regular;563,9559;Sí;Medellín;Agronomía, veterinaria y afines;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,89;Mujeres;1;No;;Regular;464,4775;No;;;Pregrado
2010;2;NORTE DE SANTANDER;54;OCAÑA;54498;-73,35519572;8,246666365;17,84;Mujeres;3;No;;Regular;512,7767;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,41;Mujeres;1;No;;Especial;;No;;;Pregrado
2015;2;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;17,78;Hombres;3;No;;Regular;552,9205;Sí;Palmira;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;22;Mujeres;3;No;;Regular;3,78;Sí;Bogotá;Economía, administración, contaduría y afines;Maestría
2014;2;QUINDÍO;63;CALARCÁ;63130;-75,64909422;4,516199286;16,83;Hombres;2;No;;Regular;643,0425;No;;;Pregrado
2015;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,07;Mujeres;3;No;;Regular;558,4124;No;;;Pregrado
2016;2;NORTE DE SANTANDER;54;SALAZAR;54660;-72,80876862;7,772718285;44;Hombres;2;No;;Regular;4,45;Sí;Palmira;Matemáticas y ciencias naturales;Maestría
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,15;Hombres;2;No;;Regular;318,7;No;;;Pregrado
2017;2;BOYACÁ;15;TENZA;15798;-73,42165115;5,076831566;17,24;Mujeres;2;No;;Regular;588,89;No;;;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,69;Mujeres;1;No;;Regular;467,5826;No;;;Pregrado
2017;2;NARIÑO;52;ALDANA;52022;-77,70037482;0,882243596;18,82;Mujeres;1;No;;Regular;430,16;No;;;Pregrado
2015;1;ANTIOQUIA;5;CAUCASIA;5154;-75,19851434;7,97776037;16,21;Hombres;3;No;;Regular;461,0461;No;;;Pregrado
2013;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21,05;Hombres;3;No;;Regular;396,5558;No;;;Pregrado
2019;1;VICHADA;99;PUERTO CARREÑO;99001;-67,4855961;6,185606567;18;Hombres;1;No;;Especial;425,5846;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,85;Hombres;3;No;;Regular;;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,3;Mujeres;6;No;;Regular;490,16;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,59;Mujeres;3;No;;Regular;;No;;;Pregrado
2013;1;ANTIOQUIA;5;BELLO;5088;-75,55444758;6,333785562;16,77;Hombres;2;No;;Regular;533,74;No;;;Pregrado
2014;2;CALDAS;17;BELALCÁZAR;17088;-75,8038073;4,995177681;17,41;Hombres;3;No;;Regular;464,4116;No;;;Pregrado
2011;1;CÓRDOBA;23;Buenavista;23079;-75,47968769;8,222193557;21,2;Hombres;1;No;;Especial;377,5879;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;15,67;Hombres;2;No;;Regular;;No;;;Pregrado
2020;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Hombres;2;No;;Regular;;No;;;Pregrado
2008;1;BOYACÁ;15;SOGAMOSO;15759;-72,9232369;5,724862053;21,51;Hombres;2;No;;Regular;;Sí;Bogotá;Ciencias sociales y humanas;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,11;Hombres;2;No;;Regular;418,6155;No;;;Pregrado
2010;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;16,78;Mujeres;2;No;;Regular;336,77;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,14;Mujeres;3;No;;Regular;;No;;;Pregrado
2016;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;25,9;Hombres;3;No;;Regular;579,324;Sí;Manizales;Economía, administración, contaduría y afines;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;27,92;Mujeres;1;No;;Regular;447,22;No;;;Pregrado
2013;2;BOLÍVAR;13;CARTAGENA DE INDIAS;13001;-75,50122922;10,39881648;19,17;Hombres;3;No;;Regular;507,7458;No;;;Pregrado
